epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4083.81,1.62599,1.57135,1.38127,0.58611,0.54378,0.52885,0.31418,1.59741,1.51194,1.41262,0.00332532,0.00332532,0.0700721
